股票名称,股票代码,供应商名称,采购占比,采购金额,公告时间,数据来源,供应商重复次数
焦作万方,612,河南天利热工装备股份有限公司,10.05%,262.03,2017-12-29 00:00:00,供应商公告,1
焦作万方,612,中铝中州铝业有限公司,26.92%,115086.88,2017-03-29 00:00:00,年报,1
焦作万方,612,国网河南省电力公司焦作供电公司,37.83%,161729.09,2017-03-29 00:00:00,年报,1
焦作万方,612,河南晋鑫晟贸易有限公司,9.98%,42643.19,2017-03-29 00:00:00,年报,1
焦作万方,612,焦作万都（沁阳）碳素有限公司,5.36%,22922.38,2017-03-29 00:00:00,年报,1
焦作万方,612,焦作金冠嘉华电力有限公司,5.39%,23028.44,2017-03-29 00:00:00,年报,1
焦作万方,612,河南晋鑫晟贸易有限公司,4.43%,21470.60,2016-04-29 00:00:00,年报,2
焦作万方,612,焦作金冠嘉华电力有限公司,6.59%,31954.73,2016-04-29 00:00:00,年报,1
焦作万方,612,中铝中州铝业有限公司,34.99%,169562.40,2016-04-29 00:00:00,年报,2
焦作万方,612,国网河南省电力公司焦作供电公司,46.49%,225295.05,2016-04-29 00:00:00,年报,2
焦作万方,612,沁阳市碳素有限公司,2.88%,13933.44,2016-04-29 00:00:00,年报,2
焦作万方,612,郑州恒博环境科技股份有限公司,2.43%,51.45,2015-08-17 00:00:00,供应商公告,1
焦作万方,612,郑州恒博环境科技股份有限公司,10.49%,15.74,2014-10-30 00:00:00,供应商公告,1
焦作万方,612,国网河南省电力公司焦作供电公司,49.58%,266049.59,2012-02-18 00:00:00,年报,1
焦作万方,612,中国铝业股份有限公司,36.53%,196041.71,2012-02-18 00:00:00,年报,1
焦作万方,612,沁阳市碳素有限公司,3.87%,20791.30,2012-02-18 00:00:00,年报,1
焦作万方,612,焦作市东星炭素有限公司,3.04%,16304.45,2012-02-18 00:00:00,年报,1
焦作万方,612,焦作市中晶碳素有限公司,1.99%,10667.24,2012-02-18 00:00:00,年报,1
海螺新材,619,天河（保定）环境工程有限公司,无,,2025-07-09 00:00:00,招投标公告,2
海螺新材,619,芜湖海螺型材贸易有限责任公司,无,,2025-07-09 00:00:00,招投标公告,1
海螺新材,619,斯图尔茨机器（济南）有限公司,无,,2025-06-30 00:00:00,招投标公告,1
海螺新材,619,海南省昌江黎族自治县海南海螺新材料科技有限公司,无,,2025-05-30 00:00:00,招投标公告,1
海螺新材,619,芜湖海螺生态家居科技有限公司,无,,2025-02-14 00:00:00,招投标公告,1
海螺新材,619,中电信数智科技有限公司,无,,2024-06-24 00:00:00,招投标公告,1
海螺新材,619,广东天雄新材料科技股份有限公司,无,335.85,2023-04-24 00:00:00,供应商公告,1
海螺新材,619,安徽中电鑫龙科技股份有限公司,无,,2022-12-19 00:00:00,招投标公告,1
海螺新材,619,山东龙辉起重机械有限公司,无,,2022-11-29 00:00:00,招投标公告,1
海螺新材,619,安徽省芜湖市弋江区海螺新材料有限公司,无,,2022-10-19 00:00:00,招投标公告,1
海螺新材,619,佛山市鸿邦机械有限公司,无,,2022-07-05 00:00:00,招投标公告,1
海螺新材,619,河南海螺嵩基新材料有限公司,无,,2022-07-04 00:00:00,招投标公告,1
海螺新材,619,广西海螺环境科技有限公司,无,,2022-07-04 00:00:00,招投标公告,1
海螺新材,619,河南省矿山起重机有限公司,无,,2021-09-13 00:00:00,招投标公告,1
海螺新材,619,安徽省翊吉仪器有限公司,无,,2021-09-09 00:00:00,招投标公告,1
恒立退,622,天津市天馨园林工程有限公司,5.58%,527.43,2024-04-30 00:00:00,年报,1
恒立退,622,广州市光裕汽车空调制造有限公司,2.75%,259.35,2024-04-30 00:00:00,年报,1
恒立退,622,四川嘉合亿新材料科技有限公司,10.64%,1004.96,2024-04-30 00:00:00,年报,1
恒立退,622,厦门市福工动力技术有限公司,16.93%,1599.29,2024-04-30 00:00:00,年报,1
恒立退,622,湖南友淳新材料开发有限公司,44.18%,4172.57,2024-04-30 00:00:00,年报,1
恒立退,622,成都格瑞盟科技有限公司,4.39%,1078.98,2023-04-27 00:00:00,年报,1
恒立退,622,湖南友淳新材料开发有限公司,35.07%,8617.96,2023-04-27 00:00:00,年报,1
恒立退,622,兰州新区化工商贸有限公司,28.79%,7075.40,2023-04-27 00:00:00,年报,1
恒立退,622,山东泰和新安新能源有限公司,10.58%,2600.00,2023-04-27 00:00:00,年报,1
恒立退,622,森翱（上海）实业有限公司,14.47%,3556.28,2023-04-27 00:00:00,年报,1
恒立退,622,江苏世昊贸易有限公司,18.67%,6442.70,2022-04-29 00:00:00,年报,1
恒立退,622,湖南友淳新材料开发有限公司,12.65%,4365.34,2022-04-29 00:00:00,年报,1
恒立退,622,浙江佰所仟讯供应链管理有限公司,31.18%,10760.84,2022-04-29 00:00:00,年报,1
恒立退,622,上海塑米供应链管理有限公司,7.67%,2649.24,2022-04-29 00:00:00,年报,1
恒立退,622,上海塑米信息科技有限公司,7.65%,2642.05,2022-04-29 00:00:00,年报,1
恒立退,622,长沙友合金属材料有限公司,5.45%,0.18,2021-04-22 00:00:00,年报,1
恒立退,622,深圳千德能源有限公司,13.31%,0.44,2021-04-22 00:00:00,年报,1
恒立退,622,上海翀恒新能源科技有限公司,7.97%,0.27,2021-04-22 00:00:00,年报,1
恒立退,622,森翱（上海）实业有限公司,16.16%,0.54,2021-04-22 00:00:00,年报,1
恒立退,622,江苏世昊贸易有限公司,34.34%,1.15,2021-04-22 00:00:00,年报,1
恒立退,622,浙江佰所仟讯供应链管理有限公司,40.03%,13584.07,2020-04-23 00:00:00,年报,1
恒立退,622,张家港保税区德威进出口贸易有限公司,25.31%,8586.78,2020-04-23 00:00:00,年报,1
恒立退,622,浙江经世供应链管理有限公司,9.60%,3258.41,2020-04-23 00:00:00,年报,1
恒立退,622,湖南友淳新材料开发有限公司,4.45%,1511.29,2020-04-23 00:00:00,年报,1
恒立退,622,上海康瑞医疗信息科技有限公司,2.96%,1004.20,2020-04-23 00:00:00,年报,1
恒立退,622,上海中科科创文化集团有限公司,35.59%,6022.41,2019-04-25 00:00:00,年报,1
恒立退,622,上海翀恒新能源科技有限公司,12.28%,2078.03,2019-04-25 00:00:00,年报,1
恒立退,622,中船重工物贸集团上海贸易有限公司,20.15%,3410.78,2019-04-25 00:00:00,年报,1
恒立退,622,广西融兴沃能锂业科技有限公司,5.05%,854.40,2019-04-25 00:00:00,年报,1
恒立退,622,长沙友合金属材料有限公司,6.15%,1040.29,2019-04-25 00:00:00,年报,1
恒立退,622,浙江康盛热交换器有限公司,6.25%,341.24,2018-04-25 00:00:00,年报,1
恒立退,622,上海昌轩电子科技有限公司,10.93%,596.39,2018-04-25 00:00:00,年报,1
恒立退,622,宁波恒富汽车部件发展有限公司,6.24%,340.75,2018-04-25 00:00:00,年报,1
恒立退,622,安徽大富重工机械有限公司,10.47%,571.24,2018-04-25 00:00:00,年报,1
恒立退,622,浙江南星汽车空调有限公司,4.88%,266.39,2018-04-25 00:00:00,年报,1
恒立退,622,温州市飞扬电气有限公司,5.98%,239.25,2017-04-20 00:00:00,年报,1
恒立退,622,上海昌轩电子科技有限公司,12.43%,497.53,2017-04-20 00:00:00,年报,1
恒立退,622,安徽汇展热交换系统股份有限公司,5.17%,206.94,2017-04-20 00:00:00,年报,1
恒立退,622,浙江南星汽车空调有限公司,11.80%,472.47,2017-04-20 00:00:00,年报,1
恒立退,622,浙江康盛热交换器有限公司,9.76%,390.52,2017-04-20 00:00:00,年报,1
恒立退,622,浙江康盛热交换器有限公司,16.25%,651.64,2016-04-28 00:00:00,年报,1
恒立退,622,上海昌轩电子科技有限公司,10.72%,429.76,2016-04-28 00:00:00,年报,1
恒立退,622,浙江南星汽车空调有限公司,9.79%,392.65,2016-04-28 00:00:00,年报,1
恒立退,622,安徽汇展热交换系统股份有限公司,3.87%,155.34,2016-04-28 00:00:00,年报,1
恒立退,622,浙江康盛热交换器有限公司,9.81%,423.75,2015-04-30 00:00:00,年报,1
恒立退,622,宁波恒富汽车部件发展有限公司,5.58%,241.25,2015-04-30 00:00:00,年报,1
恒立退,622,上海昌轩电子科技有限公司,4.78%,206.39,2015-04-30 00:00:00,年报,1
恒立退,622,苏州中成新能源科技股份有限公司,3.76%,162.45,2015-04-30 00:00:00,年报,1
恒立退,622,东风-派恩汽车铝热交换器有限公司张家港分公司,5.70%,516.89,2014-02-28 00:00:00,年报,1
恒立退,622,乳源东阳光优艾希杰精箔有限公司,4.97%,450.62,2014-02-28 00:00:00,年报,1
恒立退,622,杰森汽车服务（武汉）有限公司,4.54%,412.37,2014-02-28 00:00:00,年报,1
恒立退,622,浙江康盛热交换器有限公司,3.91%,354.83,2014-02-28 00:00:00,年报,1
恒立退,622,乳源东阳光优艾希杰精箔有限公司,9.34%,855.37,2013-04-26 00:00:00,年报,1
恒立退,622,上海昌轩电子科技有限公司,5.75%,526.58,2013-04-26 00:00:00,年报,1
恒立退,622,东风-派恩汽车铝热交换器有限公司张家港分公司,4.48%,410.37,2013-04-26 00:00:00,年报,1
恒立退,622,宁波恒富汽车部件发展有限公司,4.09%,374.40,2013-04-26 00:00:00,年报,1
吉林敖东,623,安国市信同中药材有限责任公司,2.90%,4062.96,2024-04-17 00:00:00,年报,1
吉林敖东,623,延边宝利祥蜂业股份有限公司,0.07%,1.90,2020-04-22 00:00:00,供应商公告,1
吉林敖东,623,延边宝利祥蜂业股份有限公司,无,1.45,2019-04-19 00:00:00,供应商公告,1
吉林敖东,623,延边宝利祥蜂业股份有限公司,41.94%,1276.41,2018-03-13 00:00:00,供应商公告,1
吉林敖东,623,敦化市金诚实业有限责任公司,28.74%,10248.11,2013-04-23 00:00:00,年报,1
吉林敖东,623,安国市金康迪中药材饮片有限公司,12.48%,4450.84,2013-04-23 00:00:00,年报,1
吉林敖东,623,杭州华津药业股份有限公司,6.79%,2420.40,2013-04-23 00:00:00,年报,1
吉林敖东,623,浙江钱江（谯城）中药材饮片有限公司,1.92%,686.08,2013-04-23 00:00:00,年报,1
长安汽车,625,重庆长线智能科技有限责任公司,无,,2025-07-10 00:00:00,招投标公告,1
长安汽车,625,重庆善每广告文化传播有限公司,无,,2025-07-10 00:00:00,招投标公告,1
长安汽车,625,重庆豪腾汽车美容服务有限公司,无,,2025-07-07 00:00:00,招投标公告,2
长安汽车,625,上海颢屹汽车技术股份有限公司,无,,2025-07-02 00:00:00,招投标公告,1
长安汽车,625,重庆万友工程安装有限责任公司,无,,2025-07-01 00:00:00,招投标公告,1
长安汽车,625,安徽省尚展模具工业有限公司,无,,2025-07-01 00:00:00,招投标公告,1
长安汽车,625,彩虹无线（北京）新技术有限公司,无,,2025-06-27 00:00:00,招投标公告,1
长安汽车,625,四川元丰建设项目管理有限公司,无,646.00,2025-06-26 00:00:00,招投标公告,1
长安汽车,625,上海爱数信息技术股份有限公司,无,,2025-06-26 00:00:00,招投标公告,1
长安汽车,625,諾金有限公司,无,,2025-06-25 00:00:00,招投标公告,1
长安汽车,625,重庆同捷工业设计有限公司,无,,2025-06-20 00:00:00,招投标公告,1
长安汽车,625,重庆多特工业设计有限公司,无,,2025-06-20 00:00:00,招投标公告,1
长安汽车,625,重庆迈奥科技有限公司,无,,2025-06-20 00:00:00,招投标公告,1
长安汽车,625,重庆博也科技有限公司,无,,2025-06-20 00:00:00,招投标公告,1
长安汽车,625,重庆福呗汽车技术股份有限公司,无,,2025-06-20 00:00:00,招投标公告,1
长安汽车,625,浩天建工集团有限公司,无,,2025-06-20 00:00:00,招投标公告,1
长安汽车,625,北京珞安科技有限责任公司,无,,2025-06-20 00:00:00,招投标公告,1
长安汽车,625,重庆华源智禾科技有限公司,无,,2025-06-19 00:00:00,招投标公告,2
长安汽车,625,重庆盛源模具制造有限公司,无,,2025-06-17 00:00:00,招投标公告,1
长安汽车,625,北京深演智能科技股份有限公司,无,,2025-06-17 00:00:00,招投标公告,2
长安汽车,625,重庆通达模具有限公司,无,,2025-06-17 00:00:00,招投标公告,1
长安汽车,625,象山同家模具制造有限公司,无,,2025-06-17 00:00:00,招投标公告,1
长安汽车,625,深圳市魔方安全科技有限公司,无,,2025-06-17 00:00:00,招投标公告,1
长安汽车,625,湖南速工自测系统开发有限公司,无,,2025-06-16 00:00:00,招投标公告,1
长安汽车,625,北京星系数科控股集团有限公司,无,,2025-06-10 00:00:00,招投标公告,1
长安汽车,625,重庆瓦力仪器有限公司,无,,2025-06-06 00:00:00,招投标公告,1
长安汽车,625,重庆怡讯网络技术有限公司,无,,2025-06-03 00:00:00,招投标公告,2
长安汽车,625,重庆匠丰自动化设备有限公司,无,,2025-06-03 00:00:00,招投标公告,1
长安汽车,625,北京富通东方科技有限公司,无,,2025-06-03 00:00:00,招投标公告,1
长安汽车,625,杜尔涂装系统工程（上海）有限公司,无,,2025-06-03 00:00:00,招投标公告,2
长安汽车,625,上海瀛之杰汽车信息技术有限公司,无,,2025-06-03 00:00:00,招投标公告,2
长安汽车,625,江苏隽堂文化传媒有限公司,无,,2025-06-03 00:00:00,招投标公告,2
长安汽车,625,南京卓力昕汽车服务股份有限公司,无,,2025-06-03 00:00:00,招投标公告,2
长安汽车,625,杭州集普科技有限公司,无,,2025-06-03 00:00:00,招投标公告,1
长安汽车,625,环时互动（北京）科技有限公司,无,,2025-06-03 00:00:00,招投标公告,1
长安汽车,625,杭州嘉诚网络科技有限公司,无,,2025-06-03 00:00:00,招投标公告,1
长安汽车,625,上海哲曼企业管理咨询有限公司,无,,2025-06-03 00:00:00,招投标公告,2
长安汽车,625,上海驰骛信息科技有限公司,无,,2025-05-30 00:00:00,招投标公告,1
长安汽车,625,科威尔技术股份有限公司,无,,2025-05-27 00:00:00,招投标公告,1
长安汽车,625,重庆长安汽车股份有限公司北京长安汽车公司,无,,2025-05-27 00:00:00,招投标公告,1
长安汽车,625,中移系统集成有限公司,无,,2025-05-26 00:00:00,招投标公告,1
长安汽车,625,重庆朗维机电技术有限公司,无,,2025-05-21 00:00:00,招投标公告,1
长安汽车,625,重庆派骆智驾科技有限公司,无,,2025-05-20 00:00:00,招投标公告,1
长安汽车,625,广州泽尔测试技术有限公司,无,,2025-05-20 00:00:00,招投标公告,1
长安汽车,625,宣亚国际营销科技（北京）股份有限公司,无,,2025-05-19 00:00:00,招投标公告,1
长安汽车,625,浙江大搜车软件技术有限公司,无,,2025-05-19 00:00:00,招投标公告,1
长安汽车,625,成都中铁信息工程有限公司,无,,2025-05-16 00:00:00,招投标公告,2
长安汽车,625,中策橡胶集团股份有限公司,无,14786.80,2025-05-15 00:00:00,供应商公告,1
长安汽车,625,重庆三协机电工程有限公司,无,,2025-05-13 00:00:00,招投标公告,3
长安汽车,625,上海希为投资管理有限公司,无,,2025-05-13 00:00:00,招投标公告,1
长安汽车,625,重庆祥泰电气有限公司,无,,2025-05-12 00:00:00,招投标公告,1
长安汽车,625,重庆东科模具制造有限公司,无,,2025-05-12 00:00:00,招投标公告,1
长安汽车,625,重庆市搏润模具有限公司,无,,2025-05-12 00:00:00,招投标公告,2
长安汽车,625,重庆众恒电器有限公司,无,,2025-05-12 00:00:00,招投标公告,1
长安汽车,625,宁波强盛机械模具有限公司,无,,2025-05-12 00:00:00,招投标公告,1
长安汽车,625,博拉网络股份有限公司,无,,2025-05-06 00:00:00,招投标公告,1
长安汽车,625,逸顿机电科技（上海）有限公司,无,,2025-05-06 00:00:00,招投标公告,1
长安汽车,625,重庆倍通工业设备安装工程有限公司,无,,2025-05-06 00:00:00,招投标公告,1
长安汽车,625,成都华茂能联科技有限公司,无,,2025-04-28 00:00:00,招投标公告,1
长安汽车,625,江苏速升自动化装备股份有限公司,无,77.36,2025-04-28 00:00:00,供应商公告,1
长安汽车,625,北京硕为思公关顾问有限公司,无,,2025-04-28 00:00:00,招投标公告,1
长安汽车,625,杭州帮聚网络科技有限公司,无,,2025-04-28 00:00:00,招投标公告,1
长安汽车,625,广州中设机器人智能装备股份有限公司,无,,2025-04-27 00:00:00,招投标公告,1
长安汽车,625,北京哲石科技咨询有限公司,无,,2025-04-25 00:00:00,招投标公告,1
长安汽车,625,四川银钢一通凸轮科技股份有限公司,无,13568.55,2025-04-25 00:00:00,供应商公告,1
长安汽车,625,北京嘉合互动文化传播有限公司,无,,2025-04-25 00:00:00,招投标公告,1
长安汽车,625,广州宁武科技股份有限公司,无,197.29,2025-04-24 00:00:00,供应商公告,1
长安汽车,625,重庆同乘工程咨询设计有限责任公司,无,578.80,2025-04-23 00:00:00,招投标公告,1
长安汽车,625,重庆理工清研凌创测控科技有限公司,无,,2025-04-23 00:00:00,招投标公告,1
长安汽车,625,慧科讯业（北京）网络科技有限公司,无,,2025-04-23 00:00:00,招投标公告,1
长安汽车,625,深圳兴融联科技股份有限公司,无,318.99,2025-04-22 00:00:00,供应商公告,1
长安汽车,625,广德天运新技术股份有限公司,无,1065.82,2025-04-21 00:00:00,供应商公告,1
长安汽车,625,重庆格工自动化控制设备有限公司,无,,2025-04-21 00:00:00,招投标公告,4
长安汽车,625,上海众调信息科技有限公司,无,,2025-04-21 00:00:00,招投标公告,1
